,Product,Type,Release_Date,Process_Size,TDP,Die_Size,Transistors,Freq,Foundry,Vendor,Date
3863,NVIDIA NVS 5400M,GPU,2012-06-01,40.0,35.0,116.0,585.0,660.0,TSMC,NVIDIA,2012
4037,NVIDIA Quadro K4000M,GPU,2012-06-01,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA,2012
2138,Intel Core i5-3360M,CPU,2012-06-01,22.0,35.0,118.0,1595.4839857651245,2800.0,Intel,Intel,2012
3862,NVIDIA NVS 5200M,GPU,2012-06-01,28.0,25.0,116.0,585.0,625.0,TSMC,NVIDIA,2012
1672,Intel Core i7-3517UE,CPU,2012-06-03,22.0,17.0,118.0,1595.4839857651245,1700.0,Intel,Intel,2012
1069,Intel Core i7-3667U,CPU,2012-06-03,22.0,17.0,118.0,1595.4839857651245,2000.0,Intel,Intel,2012
1989,Intel Pentium G870,CPU,2012-06-03,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,2012
73,Intel Core i7-3555LE,CPU,2012-06-03,22.0,25.0,118.0,1595.4839857651245,2500.0,Intel,Intel,2012
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,2012
875,Intel Core i7-3520M,CPU,2012-06-03,22.0,35.0,118.0,1595.4839857651245,2900.0,Intel,Intel,2012
530,Intel Pentium G640,CPU,2012-06-03,32.0,65.0,131.0,504.0,2800.0,Intel,Intel,2012
695,Intel Core i7-3517U,CPU,2012-06-03,22.0,17.0,118.0,1595.4839857651245,1900.0,Intel,Intel,2012
152,Intel Core i7-3520M,CPU,2012-06-03,22.0,35.0,118.0,1595.4839857651245,2900.0,Intel,Intel,2012
957,Intel Pentium G860T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,2012
3236,NVIDIA GeForce GTX 680M,GPU,2012-06-04,28.0,100.0,294.0,3540.0,719.0,TSMC,NVIDIA,2012
3051,NVIDIA GeForce GT 640,GPU,2012-06-05,28.0,65.0,118.0,1270.0,902.0,TSMC,NVIDIA,2012
4009,AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD,2012
4701,AMD Radeon HD 7290 IGP,GPU,2012-06-06,40.0,18.0,75.0,450.0,276.0,TSMC,AMD,2012
640,AMD E1-1200,CPU,2012-06-06,40.0,18.0,75.0,1595.4839857651245,1400.0,Unknown,AMD,2012
706,AMD E2-1800,CPU,2012-06-06,40.0,18.0,75.0,1595.4839857651245,1700.0,Unknown,AMD,2012
3977,AMD FirePro A320,GPU,2012-06-06,32.0,100.0,246.0,1303.0,800.0,TSMC,AMD,2012
4642,AMD FirePro A300,GPU,2012-06-06,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,2012
2349,AMD Radeon HD 7310 IGP,GPU,2012-06-06,40.0,18.0,75.0,450.0,500.0,TSMC,AMD,2012
4323,AMD Radeon HD 7520G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,496.0,TSMC,AMD,2012
2585,AMD Radeon HD 7340 IGP,GPU,2012-06-06,40.0,18.0,75.0,450.0,523.0,TSMC,AMD,2012
3706,NVIDIA GeForce 9400 GT Rev. 3,GPU,2012-06-13,40.0,50.0,57.0,260.0,589.0,TSMC,NVIDIA,2012
4269,AMD FirePro W600,GPU,2012-06-13,28.0,75.0,123.0,1500.0,750.0,TSMC,AMD,2012
4084,AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,2012
4386,AMD FirePro W8000,GPU,2012-06-14,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,2012
3411,AMD FirePro W9000,GPU,2012-06-14,28.0,274.0,352.0,4313.0,975.0,TSMC,AMD,2012
2637,AMD Radeon HD 7970 GHz Edition,GPU,2012-06-22,28.0,300.0,352.0,4313.0,1000.0,TSMC,AMD,2012
4424,AMD Radeon HD 7950 Boost,GPU,2012-06-22,28.0,200.0,352.0,4313.0,850.0,TSMC,AMD,2012
4721,NVIDIA NVS 310,GPU,2012-06-26,40.0,20.0,79.0,292.0,523.0,TSMC,NVIDIA,2012
4186,AMD FirePro M4000,GPU,2012-06-27,28.0,33.0,123.0,1500.0,675.0,TSMC,AMD,2012
3335,AMD FirePro M2000,GPU,2012-07-01,40.0,33.0,118.0,716.0,500.0,TSMC,AMD,2012
235,Intel Celeron B820,CPU,2012-07-01,32.0,35.0,131.0,504.0,1700.0,Intel,Intel,2012
180,Intel Celeron 877,CPU,2012-07-01,32.0,17.0,131.0,504.0,1400.0,Intel,Intel,2012
4519,AMD FirePro M6000,GPU,2012-07-01,28.0,43.0,123.0,1500.0,800.0,TSMC,AMD,2012
3752,AMD Radeon HD 7670M Rebrand,GPU,2012-07-01,40.0,20.0,104.0,716.0,600.0,TSMC,AMD,2012
1451,Intel Celeron 807,CPU,2012-07-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,2012
802,Intel Celeron B730,CPU,2012-07-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,2012
2851,NVIDIA GeForce GTS 450 Rev. 3,GPU,2012-07-11,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA,2012
3942,NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,118.0,1270.0,900.0,TSMC,NVIDIA,2012
167,Intel Core i3-3120ME,CPU,2012-08-01,22.0,35.0,118.0,1595.4839857651245,2400.0,Intel,Intel,2012
1666,Intel Core i3-3217UE,CPU,2012-08-01,22.0,17.0,118.0,1595.4839857651245,1600.0,Intel,Intel,2012
4356,AMD FirePro W5000,GPU,2012-08-07,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,2012
4500,NVIDIA Quadro 410,GPU,2012-08-07,28.0,38.0,118.0,1270.0,706.0,TSMC,NVIDIA,2012
4438,NVIDIA Quadro K5000 Mac Edition,GPU,2012-08-07,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,2012
3108,NVIDIA Quadro K5000M,GPU,2012-08-07,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA,2012
2530,AMD FirePro W4000,GPU,2012-08-07,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,2012
3625,NVIDIA GeForce GTX 660 Ti,GPU,2012-08-16,28.0,150.0,294.0,3540.0,915.0,TSMC,NVIDIA,2012
2872,NVIDIA Quadro K5000,GPU,2012-08-17,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,2012
2449,NVIDIA GeForce GT 520 OEM,GPU,2012-08-20,40.0,29.0,79.0,292.0,589.0,TSMC,NVIDIA,2012
3222,AMD Radeon HD 6850 1440SP Edition,GPU,2012-08-21,40.0,151.0,334.0,2154.0,725.0,TSMC,AMD,2012
4431,NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,28.0,130.0,294.0,3540.0,823.0,TSMC,NVIDIA,2012
2240,NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,28.0,130.0,294.0,3540.0,823.0,TSMC,NVIDIA,2012
3535,NVIDIA GeForce GT 620M,GPU,2012-08-23,40.0,15.0,116.0,585.0,660.0,TSMC,NVIDIA,2012
4285,AMD FirePro S9010,GPU,2012-08-24,28.0,200.0,352.0,4313.0,800.0,TSMC,AMD,2012
3081,AMD FirePro S9000,GPU,2012-08-24,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,2012
4723,AMD FirePro S7000,GPU,2012-08-27,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,2012
2484,AMD Radeon HD 7970 X2,GPU,2012-08-31,28.0,500.0,352.0,4313.0,925.0,TSMC,AMD,2012
1628,Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,2012
12,AMD C-70,CPU,2012-09-01,40.0,9.0,75.0,1595.4839857651245,1000.0,Unknown,AMD,2012
1254,Intel Celeron B830,CPU,2012-09-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,2012
346,Intel Core i7-3635QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,2012
613,Intel Core i3-2328M,CPU,2012-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,2012
411,Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,2012
261,Intel Pentium B980,CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,2012
534,Intel Pentium 997,CPU,2012-09-01,32.0,17.0,131.0,504.0,1600.0,Intel,Intel,2012
57,Intel Pentium 2129Y,CPU,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,Intel,Intel,2012
253,Intel Celeron 887,CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,2012
945,Intel Core i7-3630QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,2012
1795,Intel Pentium 2020M,CPU,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,Intel,Intel,2012
302,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012
1674,Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,2012
2406,AMD Radeon HD 7600G IGP,GPU,2012-09-01,32.0,19.0,246.0,1303.0,320.0,TSMC,AMD,2012
2148,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012
1401,Intel Pentium G645,CPU,2012-09-02,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,2012
1018,Intel Pentium G645T,CPU,2012-09-02,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,2012
208,Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012
1985,Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012
1297,Intel Core i3-3240T,CPU,2012-09-03,22.0,35.0,94.0,1595.4839857651245,3000.0,Intel,Intel,2012
1880,Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012
248,Intel Pentium G2100T,CPU,2012-09-03,22.0,35.0,94.0,1595.4839857651245,2600.0,Intel,Intel,2012
922,Intel Core i3-3220T,CPU,2012-09-03,22.0,35.0,94.0,1595.4839857651245,2800.0,Intel,Intel,2012
1569,Intel Core i5-3330,CPU,2012-09-03,22.0,77.0,133.0,1595.4839857651245,3000.0,Intel,Intel,2012
1353,Intel Core i7-3940XM,CPU,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,Intel,Intel,2012
147,Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012
1234,Intel Pentium G2120,CPU,2012-09-03,22.0,55.0,94.0,1595.4839857651245,3100.0,Intel,Intel,2012
2050,Intel Core i3-3220,CPU,2012-09-03,22.0,55.0,94.0,1595.4839857651245,3300.0,Intel,Intel,2012
350,Intel Core i5-3330S,CPU,2012-09-03,22.0,77.0,133.0,1595.4839857651245,2700.0,Intel,Intel,2012
138,Intel Core i5-3350P,CPU,2012-09-03,22.0,69.0,133.0,1595.4839857651245,3100.0,Intel,Intel,2012
698,Intel Core i3-3225,CPU,2012-09-03,22.0,55.0,118.0,1595.4839857651245,3300.0,Intel,Intel,2012
1079,Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,1595.4839857651245,3400.0,Intel,Intel,2012
4768,NVIDIA GeForce GTX 650,GPU,2012-09-06,28.0,65.0,118.0,1270.0,1058.0,TSMC,NVIDIA,2012
3180,NVIDIA GeForce GTX 660,GPU,2012-09-06,28.0,140.0,221.0,2540.0,980.0,TSMC,NVIDIA,2012
4665,NVIDIA GeForce GT 610 OEM,GPU,2012-09-09,40.0,29.0,79.0,292.0,550.0,TSMC,NVIDIA,2012
3540,NVIDIA NVS 5200M,GPU,2012-09-17,40.0,25.0,116.0,585.0,672.0,TSMC,NVIDIA,2012
1528,Intel Atom Z2760,CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel,2012
2083,AMD A8-4555M,CPU,2012-09-27,32.0,19.0,246.0,1178.0,1600.0,Unknown,AMD,2012
1061,AMD A4-4355M,CPU,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,Unknown,AMD,2012
292,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,1595.4839857651245,2500.0,Intel,Intel,2012
164,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,1595.4839857651245,2500.0,Intel,Intel,2012
3918,NVIDIA GeForce GTX 675MX,GPU,2012-10-01,28.0,100.0,294.0,3540.0,654.0,TSMC,NVIDIA,2012
3847,Intel HD Graphics,GPU,2012-10-01,22.0,45.0,94.0,392.0,350.0,Intel,Intel,2012
3509,NVIDIA GeForce GT 625M,GPU,2012-10-01,28.0,15.0,116.0,585.0,625.0,TSMC,NVIDIA,2012
2748,NVIDIA GeForce GTX 670MX,GPU,2012-10-01,28.0,75.0,294.0,3540.0,601.0,TSMC,NVIDIA,2012
4125,NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,118.0,1270.0,709.0,TSMC,NVIDIA,2012
96,AMD A4-5300B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,2012
282,AMD A10-5800B,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,Unknown,AMD,2012
1065,AMD A4-5300,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,2012
1697,AMD A6-5400B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,Unknown,AMD,2012
1959,AMD A6-5400K,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,Unknown,AMD,2012
395,AMD A10-5700,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,2012
2479,AMD Radeon HD 7480D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,2012
1430,AMD A10-5800K,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,Unknown,AMD,2012
2932,AMD Radeon HD 7660D IGP,GPU,2012-10-02,32.0,100.0,246.0,1303.0,760.0,TSMC,AMD,2012
1211,AMD A8-5500B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,2012
1889,AMD A8-5500,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,2012
2846,AMD Radeon HD 7560D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,2012
2839,AMD Radeon HD 7400G IGP,GPU,2012-10-02,32.0,17.0,246.0,1303.0,327.0,TSMC,AMD,2012
99,AMD A8-5600K,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3600.0,Unknown,AMD,2012
3565,AMD Radeon HD 7540D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,2012
4371,NVIDIA Playstation 3 GPU 40nm,GPU,2012-10-04,40.0,35.0,114.0,302.0,550.0,Sony,NVIDIA,2012
2575,AMD Radeon HD 6250 IGP,GPU,2012-10-09,40.0,7.0,75.0,450.0,276.0,TSMC,AMD,2012
1917,AMD Z-60,CPU,2012-10-09,40.0,5.0,190.40490797546013,1595.4839857651245,1000.0,Unknown,AMD,2012
4837,NVIDIA GeForce GTX 650 Ti,GPU,2012-10-09,28.0,110.0,221.0,2540.0,928.0,TSMC,NVIDIA,2012
11,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012
185,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012
215,AMD FX-6120,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,Unknown,AMD,2012
320,AMD FX-8170,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,Unknown,AMD,2012
176,AMD FX-8320,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,Unknown,AMD,2012
2940,NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012-10-23,28.0,122.0,294.0,3540.0,719.0,TSMC,NVIDIA,2012
1060,AMD FX-4150,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,2012
2149,AMD FX-4300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,2012
1796,AMD FX-6300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD,2012
481,AMD FX-8140,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,2012
2364,NVIDIA NVS 510,GPU,2012-10-23,28.0,35.0,118.0,1270.0,797.0,TSMC,NVIDIA,2012
306,AMD FX-8350,CPU,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD,2012
896,AMD FX-4120,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3900.0,Unknown,AMD,2012
1336,AMD FX-6130,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,Unknown,AMD,2012
2110,AMD FX-8300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,2012
1684,AMD FX-4320,CPU,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,Unknown,AMD,2012
3614,ATI Radeon HD 5490,GPU,2012-10-28,40.0,19.0,59.0,292.0,650.0,TSMC,ATI,2012
1819,Intel Core i5-3365M,CPU,2012-11-01,22.0,35.0,160.0,1595.4839857651245,2800.0,Intel,Intel,2012
1233,Intel Core i5-3335S,CPU,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,Intel,Intel,2012
112,Intel Core i7-3525M,CPU,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,Intel,Intel,2012
439,Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,2012
1076,AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,Unknown,AMD,2012
854,AMD Opteron 6378,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,Unknown,AMD,2012
347,AMD Opteron 6376,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,Unknown,AMD,2012
1288,AMD Opteron 6380,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,Unknown,AMD,2012
178,AMD Opteron 6386 SE,CPU,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,Unknown,AMD,2012
1798,AMD Opteron 6366 HE,CPU,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,Unknown,AMD,2012
268,Intel Xeon Phi SE10P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012
2478,Intel Xeon Phi SE10X,GPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012
3302,NVIDIA Tesla K20X,GPU,2012-11-12,28.0,235.0,561.0,7080.0,732.0,TSMC,NVIDIA,2012
3209,NVIDIA Tesla K20Xm,GPU,2012-11-12,28.0,235.0,561.0,7080.0,732.0,TSMC,NVIDIA,2012
631,Intel Xeon Phi 5110P,CPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,2012
2845,Intel Xeon Phi 3120A,GPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012
3015,AMD FirePro S10000,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,2012
3858,AMD FirePro S10000 Passive,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,2012
625,Intel Xeon Phi 3110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1053.0,Intel,Intel,2012
4102,NVIDIA Tesla K20c,GPU,2012-11-12,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA,2012
1106,Intel Xeon Phi 7110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,2012
2509,Intel Xeon Phi 5110P,GPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,2012
150,Intel Xeon Phi 7110P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,2012
677,Intel Xeon Phi SE10X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012
2203,AMD Wii U GPU,GPU,2012-11-18,40.0,33.0,146.0,880.0,550.0,Renesas,AMD,2012
3645,AMD Radeon HD 7870 XT,GPU,2012-11-19,28.0,185.0,352.0,4313.0,925.0,TSMC,AMD,2012
3914,ATI Mobility Radeon HD 5570,GPU,2012-11-23,40.0,20.0,104.0,627.0,550.0,TSMC,ATI,2012
1499,Intel Celeron G1610,CPU,2012-12-03,22.0,55.0,94.0,1595.4839857651245,2600.0,Intel,Intel,2012
1496,Intel Celeron G1610T,CPU,2012-12-03,22.0,35.0,94.0,1595.4839857651245,2300.0,Intel,Intel,2012
627,Intel Celeron G1620,CPU,2012-12-03,22.0,55.0,94.0,1595.4839857651245,2700.0,Intel,Intel,2012
2087,AMD Opteron 4310 EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,2012
332,AMD Opteron 43GK HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,2012
584,AMD Opteron 3350 HE,CPU,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,Unknown,AMD,2012
2176,AMD Opteron 4332 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,Unknown,AMD,2012
1771,AMD Opteron 3320 EE,CPU,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,Unknown,AMD,2012
369,AMD Opteron 4334,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,2012
1658,AMD Opteron 4376 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,2012
298,AMD Opteron 4340,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD,2012
309,AMD Opteron 4386,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,2012
527,AMD Opteron 3380,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,2012
649,AMD Opteron 43CX EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,2012
37,Intel Atom S1220,CPU,2012-12-11,32.0,8.0,190.40490797546013,1595.4839857651245,1600.0,Intel,Intel,2012
1712,Intel Atom S1240,CPU,2012-12-11,32.0,6.0,190.40490797546013,1595.4839857651245,1600.0,Intel,Intel,2012
1286,Intel Atom S1260,CPU,2012-12-11,32.0,9.0,190.40490797546013,1595.4839857651245,2000.0,Intel,Intel,2012
2574,NVIDIA Tesla K20m,GPU,2013-01-05,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA,2013
4714,NVIDIA GeForce 505 OEM,GPU,2013-01-06,40.0,25.0,57.0,260.0,589.0,TSMC,NVIDIA,2013
594,AMD E2-2000,CPU,2013-01-06,40.0,18.0,75.0,1919.788643533123,1750.0,Unknown,AMD,2013
160,AMD E1-1500,CPU,2013-01-06,40.0,18.0,75.0,1919.788643533123,1480.0,Unknown,AMD,2013
4745,AMD Radeon HD 8670 OEM,GPU,2013-01-08,28.0,75.0,77.0,950.0,1000.0,TSMC,AMD,2013
2572,AMD Radeon HD 8860 OEM,GPU,2013-01-08,28.0,175.0,212.0,2800.0,925.0,TSMC,AMD,2013
4463,NVIDIA GeForce GT 710M,GPU,2013-01-09,28.0,15.0,116.0,585.0,775.0,TSMC,NVIDIA,2013
3382,NVIDIA GeForce GT 750M,GPU,2013-01-09,28.0,50.0,118.0,1270.0,941.0,TSMC,NVIDIA,2013
3642,NVIDIA GeForce 710M,GPU,2013-01-09,28.0,15.0,116.0,585.0,775.0,TSMC,NVIDIA,2013
2668,AMD Radeon HD 6870 1600SP Edition,GPU,2013-01-14,40.0,175.0,334.0,2154.0,850.0,TSMC,AMD,2013
4103,NVIDIA GeForce GT 730M,GPU,2013-01-20,28.0,33.0,118.0,1270.0,725.0,TSMC,NVIDIA,2013
3972,NVIDIA Quadro K5000 SYNC,GPU,2013-01-25,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,2013
1425,AMD FX-4130,CPU,2013-01-30,32.0,125.0,315.0,1200.0,3800.0,Unknown,AMD,2013
2458,AMD Radeon HD 7510 OEM,GPU,2013-02-01,40.0,39.0,118.0,716.0,650.0,TSMC,AMD,2013
3717,AMD Radeon HD 8670A,GPU,2013-02-02,28.0,45.0,56.0,690.0,600.0,TSMC,AMD,2013
3307,AMD Radeon HD 8750A,GPU,2013-02-02,28.0,45.0,77.0,950.0,600.0,TSMC,AMD,2013
2538,AMD Radeon HD 8670A,GPU,2013-02-02,28.0,45.0,77.0,950.0,600.0,TSMC,AMD,2013
4204,NVIDIA GeForce GT 640M Mac Edition,GPU,2013-02-03,28.0,32.0,118.0,1270.0,745.0,TSMC,NVIDIA,2013
1797,AMD Athlon II X2 280,CPU,2013-02-06,45.0,65.0,117.0,410.0,3600.0,Unknown,AMD,2013
4488,NVIDIA GeForce 505 OEM,GPU,2013-02-17,40.0,25.0,100.0,486.0,615.0,TSMC,NVIDIA,2013
3816,NVIDIA Tesla K20s,GPU,2013-02-18,28.0,225.0,561.0,7080.0,575.0,TSMC,NVIDIA,2013
4442,NVIDIA GeForce GT 625 OEM,GPU,2013-02-18,40.0,29.0,79.0,292.0,874.0,TSMC,NVIDIA,2013
3810,NVIDIA GeForce GTX TITAN,GPU,2013-02-19,28.0,250.0,561.0,7080.0,836.0,TSMC,NVIDIA,2013
4713,NVIDIA Tegra 4i GPU,GPU,2013-02-19,28.0,20.0,85.0,11.0,660.0,TSMC,NVIDIA,2013
4048,AMD FirePro W5000 DVI,GPU,2013-02-25,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,2013
3490,AMD FirePro R5000,GPU,2013-02-25,28.0,150.0,212.0,2800.0,825.0,TSMC,AMD,2013
3286,AMD Radeon HD 8750M,GPU,2013-02-26,28.0,82.94545454545455,77.0,950.0,620.0,TSMC,AMD,2013
3327,AMD Radeon HD 8690M,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,775.0,TSMC,AMD,2013
2488,NVIDIA Quadro K600,GPU,2013-03-01,28.0,41.0,118.0,1270.0,876.0,TSMC,NVIDIA,2013
3984,AMD Radeon HD 8670M,GPU,2013-03-01,28.0,82.94545454545455,77.0,950.0,775.0,TSMC,AMD,2013
4530,AMD Radeon HD 8570M,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,750.0,TSMC,AMD,2013
4359,NVIDIA Quadro K2000,GPU,2013-03-01,28.0,51.0,118.0,1270.0,954.0,TSMC,NVIDIA,2013
3799,NVIDIA Quadro K2000D,GPU,2013-03-01,28.0,51.0,118.0,1270.0,954.0,TSMC,NVIDIA,2013
3734,AMD Radeon R5 M230 Rebrand,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,750.0,TSMC,AMD,2013
4389,AMD Radeon HD 8670M,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,925.0,TSMC,AMD,2013
4827,AMD Radeon HD 8570A,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,750.0,TSMC,AMD,2013
4395,AMD Radeon HD 8590M,GPU,2013-03-01,28.0,82.94545454545455,56.0,690.0,750.0,TSMC,AMD,2013
4504,NVIDIA Quadro K4000,GPU,2013-03-01,28.0,80.0,221.0,2540.0,810.0,TSMC,NVIDIA,2013
